Time,X,Y,Z
1,0.1645067554337316,-0.6773368063996718,9.987680819062474
11,1.6734857540152819,1.926378550122423,9.996348325744686
21,3.607767564683339,3.176226246136001,10.049872431371297
31,5.983959178032794,5.490155013522891,10.06061149415925
41,7.821226215471189,8.538705023230774,9.726810180997731
51,10.8124955042768,10.100023480313206,10.072729042592876
61,12.378312343926106,11.871474000021548,10.017316495555972
71,14.28204248279673,13.176835848515985,9.9846441431239
81,15.93924982764213,16.788078162539016,9.624114484649217
91,18.38825635003452,18.3289434648906,10.185410769503527
101,20.31735879493016,20.32889573955765,9.832218750337862
111,21.292022465410504,21.907218555450342,9.940384380665392
121,24.271337844499634,23.975241857869218,9.966202748403548
130,25.14067569692806,22.655178937737485,9.985736765582153
140,25.64433939987682,22.49658154476845,9.818107882895603
150,26.718298664805356,20.20552418478216,9.865712834957076
160,28.330577437355426,18.930851811775646,9.996628753305753
170,28.493744816438074,18.392828133375467,9.681886657396486
180,29.119559446213998,17.15387757161697,9.93513324605975
190,30.354714959537404,15.545738598094806,9.959996431457391
200,30.478333465757363,15.012147796050664,9.936454404135784
210,31.616116090095638,12.920111851934468,10.295301375848107
220,31.075350998741243,11.803422222042258,9.908175697025396
230,32.49009733669481,10.709625299358336,10.155189086205223
240,32.80367271397379,8.307350966299257,9.976541383050847
250,33.563762055670814,7.4938165861368455,10.220179705541742
260,33.23426286107128,5.875828086684717,9.9729678387576
270,33.74904801868261,4.209395623311487,10.218315544503517
280,33.41906726397238,2.5087960690817352,9.697253145396381
290,35.30872570301677,1.8061795494712094,10.103472802680276
300,34.09260850624021,-0.008231807397620524,9.800203540520874
