Time,X,Y,Z,Model
0,0.0,0.0,10.0,Constant Velocity
1,0.2,0.2,10.0,Constant Velocity
2,0.4,0.4,10.0,Constant Velocity
3,0.6000000000000001,0.6000000000000001,10.0,Constant Velocity
4,0.8,0.8,10.0,Constant Velocity
5,1.0,1.0,10.0,Constant Velocity
6,1.2000000000000002,1.2000000000000002,10.0,Constant Velocity
7,1.4000000000000001,1.4000000000000001,10.0,Constant Velocity
8,1.6,1.6,10.0,Constant Velocity
9,1.8,1.8,10.0,Constant Velocity
10,2.0,2.0,10.0,Constant Velocity
11,2.2,2.2,10.0,Constant Velocity
12,2.4000000000000004,2.4000000000000004,10.0,Constant Velocity
13,2.6,2.6,10.0,Constant Velocity
14,2.8000000000000003,2.8000000000000003,10.0,Constant Velocity
15,3.0,3.0,10.0,Constant Velocity
16,3.2,3.2,10.0,Constant Velocity
17,3.4000000000000004,3.4000000000000004,10.0,Constant Velocity
18,3.6,3.6,10.0,Constant Velocity
19,3.8000000000000003,3.8000000000000003,10.0,Constant Velocity
